# TBLASTN 2.6.0+
# Query: EOG093707RF
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 11 hits found
EOG093707VQ	27	27.128	188	99	5	79	233	2800669	2800121	5.70e-16	58.2
EOG093707VQ	27	39.474	76	45	1	234	308	2800029	2799802	5.70e-16	47.0
EOG093707VQ	27	39.474	76	45	1	234	308	2798274	2798047	1.54e-04	47.0
EOG093707VQ	27	39.474	76	45	1	234	308	2796519	2796292	1.54e-04	47.0
EOG093707VQ	17	40.523	153	54	2	177	292	1604851	1604393	5.99e-14	77.4
EOG093707VQ	17	62.745	51	18	1	1	50	1605745	1605593	5.99e-12	70.9
EOG093707VQ	17	40.789	76	41	1	87	158	1605321	1605094	2.92e-05	49.3
EOG093707VQ	31	30.601	183	99	5	79	233	2295079	2295627	1.07e-09	63.5
EOG093707VQ	31	36.082	97	46	3	79	162	9049	8768	4.00e-05	48.9
EOG093707VQ	31	40.789	76	44	1	234	308	8414	8187	6.60e-05	48.1
EOG093707VQ	18	38.144	97	47	2	79	162	4123701	4123991	1.37e-07	57.0
EOG093707VQ	18	31.852	135	61	2	205	308	4124167	4124571	1.63e-07	56.6
EOG093707VQ	4	38.710	93	42	3	85	162	18708	18430	9.56e-07	53.9
EOG093707VQ	28	40.000	85	38	2	88	159	6118789	6119043	1.31e-06	53.5
EOG093707VQ	28	31.111	135	62	2	205	308	6119222	6119626	1.36e-05	50.4
EOG093707VQ	35	31.111	135	62	2	205	308	7788986	7789390	8.67e-06	50.8
EOG093707VQ	35	36.842	95	47	2	79	160	7788520	7788804	1.00e-05	50.8
# TBLASTN 2.6.0+
# Query: EOG0937084T
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
EOG0937084T	19	50.000	44	22	0	215	258	5540186	5540055	2.23e-05	48.9
# TBLASTN 2.6.0+
# Query: EOG0937085E
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG0937085E	21	51.948	77	33	1	29	101	2080390	2080160	1.21e-18	79.3
EOG0937085E	21	48.718	39	11	1	1	30	2080542	2080426	1.21e-18	34.3
EOG0937085E	21	32.161	199	72	7	133	268	2079861	2079265	8.91e-17	84.3
# TBLASTN 2.6.0+
# Query: EOG093708IM
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
EOG093708IM	36	72.414	29	8	0	186	214	7165296	7165382	9.36e-12	46.2
EOG093708IM	36	39.706	68	23	3	133	182	7165018	7165221	9.36e-12	43.9
EOG093708IM	36	34.259	108	24	2	260	320	7166395	7166718	1.62e-09	61.6
EOG093708IM	36	60.274	73	23	1	14	80	7163955	7164173	1.00e-07	55.8
EOG093708IM	14	68.750	32	10	0	183	214	222193	222098	6.46e-11	46.2
EOG093708IM	14	47.917	48	19	3	137	178	222413	222270	6.46e-11	40.8
EOG093708IM	14	60.526	38	15	0	283	320	220875	220762	3.22e-10	57.0
EOG093708IM	14	37.838	37	13	1	260	286	221084	220974	3.22e-10	27.7
EOG093708IM	14	59.722	72	23	1	14	79	223514	223299	2.12e-07	54.3
EOG093708IM	14	58.333	12	5	0	94	105	223180	223145	2.12e-07	20.8
EOG093708IM	34	72.414	29	8	0	186	214	3509211	3509297	1.10e-10	45.4
EOG093708IM	34	47.619	42	21	1	141	181	3509008	3509133	1.10e-10	40.8
EOG093708IM	34	32.456	114	24	2	260	320	3510394	3510735	5.60e-09	60.1
EOG093708IM	34	60.274	73	23	1	14	80	3507955	3508173	4.02e-08	56.6
EOG093708IM	34	58.333	12	5	0	94	105	3508286	3508321	4.02e-08	20.8
EOG093708IM	34	73.913	23	6	0	133	155	3508678	3508746	4.80e-04	44.3
# TBLASTN 2.6.0+
# Query: EOG093708OP
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 19 hits found
EOG093708OP	36	52.439	164	31	3	152	268	10420199	10420690	5.24e-42	146
EOG093708OP	36	69.231	26	4	1	269	290	10420752	10420829	5.24e-42	35.0
EOG093708OP	36	92.857	14	1	0	138	151	10420111	10420152	5.24e-42	30.8
EOG093708OP	36	74.286	70	9	2	11	71	10419062	10419271	3.94e-22	100
EOG093708OP	36	60.274	73	22	2	56	121	10419531	10419749	1.97e-09	56.6
EOG093708OP	36	50.000	18	9	0	121	138	10419790	10419843	1.97e-09	25.4
EOG093708OP	36	39.516	124	14	5	291	357	10420957	10421316	4.72e-09	57.8
EOG093708OP	36	100.000	8	0	0	357	364	10421426	10421449	4.72e-09	22.7
EOG093708OP	35	68.966	87	12	2	196	267	1926054	1925794	1.95e-29	114
EOG093708OP	35	69.231	26	4	1	269	290	1925734	1925657	1.95e-29	35.0
EOG093708OP	35	72.000	75	9	3	8	70	1927390	1927166	2.69e-23	99.4
EOG093708OP	35	84.615	13	2	0	1	13	1927523	1927485	2.69e-23	29.6
EOG093708OP	35	73.810	42	7	2	320	357	1925054	1924929	2.65e-11	58.2
EOG093708OP	35	30.233	43	25	1	281	323	1925268	1925155	2.65e-11	28.5
EOG093708OP	35	100.000	8	0	0	357	364	1924819	1924796	2.65e-11	20.8
EOG093708OP	35	92.593	27	2	0	152	178	1926275	1926195	1.28e-10	55.1
EOG093708OP	35	92.857	14	1	0	138	151	1926360	1926319	1.28e-10	30.8
EOG093708OP	35	80.392	51	10	0	70	120	1926812	1926660	1.85e-10	60.1
EOG093708OP	35	50.000	18	9	0	121	138	1926615	1926562	1.85e-10	25.4
# TBLASTN 2.6.0+
# Query: EOG093708TP
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
EOG093708TP	35	45.614	57	15	2	31	71	5341693	5341863	2.98e-10	46.2
EOG093708TP	35	62.963	27	10	0	13	39	5341572	5341652	2.98e-10	38.9
EOG093708TP	35	71.429	49	14	0	273	321	5343713	5343859	7.92e-05	47.0
EOG093708TP	35	32.432	185	23	4	247	329	5343458	5344012	2.29e-04	45.4
EOG093708TP	28	46.552	58	15	2	30	71	7657860	7658033	5.37e-06	50.4
EOG093708TP	28	71.429	49	14	0	273	321	7659887	7660033	5.48e-06	47.0
EOG093708TP	28	69.231	13	4	0	317	329	7660149	7660187	5.48e-06	23.1
# TBLASTN 2.6.0+
# Query: EOG0937091Y
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG0937091Y	25	38.768	276	47	8	370	523	14965297	14966124	2.53e-39	155
EOG0937091Y	25	53.247	77	32	2	181	253	14964029	14964259	4.92e-27	86.7
EOG0937091Y	25	45.000	80	15	3	253	303	14964378	14964617	4.92e-27	55.5
EOG0937091Y	25	52.174	92	43	1	6	96	14962569	14962844	1.61e-11	69.3
EOG0937091Y	25	51.316	76	28	1	307	373	14964823	14965050	1.26e-08	60.1
EOG0937091Y	25	36.090	133	48	3	86	181	14963151	14963549	3.83e-08	58.5
EOG0937091Y	32	51.429	70	30	2	191	256	350514	350723	2.71e-14	78.2
EOG0937091Y	32	65.517	29	10	0	460	488	352447	352533	1.12e-05	42.7
EOG0937091Y	32	36.667	30	19	0	490	519	352593	352682	1.12e-05	26.9
EOG0937091Y	32	60.000	30	12	0	413	442	351777	351866	4.37e-04	45.1
# TBLASTN 2.6.0+
# Query: EOG0937092T
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# 0 hits found
# TBLASTN 2.6.0+
# Query: EOG0937092W
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
EOG0937092W	25	25.417	240	83	6	82	225	2608393	2607674	5.62e-09	60.8
EOG0937092W	25	28.448	116	30	3	154	216	12210197	12210544	4.83e-07	39.7
EOG0937092W	25	47.368	38	17	1	212	246	12210652	12210765	4.83e-07	34.7
EOG0937092W	25	47.368	38	18	1	343	378	12211833	12211946	5.88e-05	33.9
EOG0937092W	25	54.545	22	10	0	379	400	12211987	12212052	5.88e-05	32.7
EOG0937092W	25	43.590	39	20	1	342	378	2606464	2606348	1.33e-04	32.7
EOG0937092W	25	54.545	22	10	0	379	400	2606301	2606236	1.33e-04	32.7
EOG0937092W	25	61.111	36	11	2	396	428	12212207	12212314	7.84e-04	44.3
# TBLASTN 2.6.0+
# Query: EOG093709BZ
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
EOG093709BZ	35	48.252	286	73	9	190	400	1879550	1880407	2.82e-63	224
EOG093709BZ	35	74.242	66	16	1	2	66	1878065	1878262	1.40e-23	106
EOG093709BZ	35	66.667	51	15	1	68	118	1878574	1878720	2.30e-13	74.7
EOG093709BZ	35	59.375	64	18	3	134	189	1879077	1879268	4.83e-13	73.6
EOG093709BZ	36	67.742	93	22	4	190	274	10471588	10471310	1.04e-55	125
EOG093709BZ	36	61.039	77	28	2	270	344	10471268	10471038	1.04e-55	97.4
EOG093709BZ	36	38.462	78	25	1	346	400	10470969	10470736	1.04e-55	36.2
EOG093709BZ	36	49.112	169	32	3	2	118	10473444	10472944	2.86e-39	153
EOG093709BZ	36	59.375	64	18	3	134	189	10472415	10472224	7.60e-13	73.2
# TBLASTN 2.6.0+
# Query: EOG093709HP
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
EOG093709HP	22	58.333	48	14	2	153	194	2500641	2500784	1.90e-35	62.0
EOG093709HP	22	52.500	40	19	0	194	233	2500819	2500938	1.90e-35	57.4
EOG093709HP	22	29.000	100	40	1	67	135	2500214	2500513	1.90e-35	45.8
EOG093709HP	22	34.694	49	30	1	29	75	2500054	2500200	1.90e-35	37.4
EOG093709HP	22	50.000	16	8	0	137	152	2500555	2500602	1.90e-35	26.9
EOG093709HP	36	34.286	70	38	1	177	246	409228	409413	8.48e-04	43.5
# TBLASTN 2.6.0+
# Query: EOG093709JG
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG093709JG	26	43.519	108	43	4	189	279	9613742	9613422	4.88e-18	65.1
EOG093709JG	26	35.897	39	25	0	131	169	9613999	9613883	4.88e-18	33.5
EOG093709JG	26	53.846	26	12	0	163	188	9613860	9613783	4.88e-18	32.3
# TBLASTN 2.6.0+
# Query: EOG09370A22
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG09370A22	22	55.474	137	45	3	32	153	2609508	2609915	5.05e-53	99.0
EOG09370A22	22	53.846	91	23	2	200	271	2610239	2610511	5.05e-53	92.4
EOG09370A22	22	58.209	67	5	2	154	197	2609956	2610156	5.05e-53	58.5
EOG09370A22	22	67.647	34	11	0	1	34	2609080	2609181	1.98e-07	55.1
EOG09370A22	22	55.814	43	19	0	247	289	2610475	2610603	2.30e-04	45.1
# TBLASTN 2.6.0+
# Query: EOG09370ADO
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 43 hits found
EOG09370ADO	28	34.583	240	104	7	21	209	3103210	3103923	1.34e-46	103
EOG09370ADO	28	29.870	154	96	2	208	349	3103962	3104423	1.34e-46	90.9
EOG09370ADO	28	65.000	20	7	0	3	22	3103109	3103168	1.34e-46	34.3
EOG09370ADO	28	28.696	230	134	4	161	360	2742163	2741474	5.50e-42	120
EOG09370ADO	28	44.628	121	56	3	50	161	2742572	2742216	5.50e-42	72.0
EOG09370ADO	28	28.095	210	114	5	209	381	2755814	2756443	4.96e-27	97.4
EOG09370ADO	28	38.983	59	31	2	156	209	2755596	2755772	4.96e-27	44.3
EOG09370ADO	28	28.049	164	106	2	210	361	4766640	4766149	1.27e-24	90.1
EOG09370ADO	28	39.623	53	28	1	161	209	4766866	4766708	1.27e-24	43.5
EOG09370ADO	28	31.984	247	128	7	20	237	2755054	2755761	4.28e-20	83.2
EOG09370ADO	28	66.667	24	7	1	3	25	2754954	2755025	4.28e-20	35.0
EOG09370ADO	28	36.872	179	84	5	20	171	4767723	4767193	1.46e-15	80.5
EOG09370ADO	28	31.481	108	33	2	3	69	6094599	6094276	1.75e-06	52.0
EOG09370ADO	30	28.095	210	114	5	209	381	3942617	3943246	1.11e-42	97.8
EOG09370ADO	30	38.542	192	84	5	50	209	3942007	3942576	1.11e-42	96.3
EOG09370ADO	30	29.440	411	202	11	21	349	3608422	3607208	5.29e-40	150
EOG09370ADO	30	60.870	23	9	0	3	25	3608523	3608455	5.29e-40	35.0
EOG09370ADO	30	28.485	165	106	2	209	361	3927165	3926671	7.93e-26	94.4
EOG09370ADO	30	37.705	61	30	2	157	209	3927389	3927207	7.93e-26	43.5
EOG09370ADO	30	36.697	218	88	7	3	174	3928026	3927385	1.17e-16	84.0
EOG09370ADO	36	28.659	164	105	2	210	361	5098540	5098049	4.02e-26	94.4
EOG09370ADO	36	40.678	59	30	2	156	209	5098761	5098585	4.02e-26	44.3
EOG09370ADO	36	42.466	73	37	2	3	70	6005460	6005678	2.21e-20	65.1
EOG09370ADO	36	41.935	124	63	3	73	189	6005749	6006114	2.21e-20	54.3
EOG09370ADO	36	42.188	128	63	3	47	165	5099162	5098785	4.75e-11	66.6
EOG09370ADO	14	40.506	79	42	2	1	74	1170037	1169801	3.67e-23	66.2
EOG09370ADO	14	31.890	254	115	7	73	270	1169744	1168989	3.67e-23	62.4
EOG09370ADO	26	48.387	93	34	3	50	128	10395631	10395353	1.14e-20	65.9
EOG09370ADO	26	60.465	43	14	1	10	49	10395804	10395676	1.14e-20	54.3
EOG09370ADO	34	42.466	73	37	2	3	70	2538748	2538966	2.99e-20	65.1
EOG09370ADO	34	41.935	124	63	3	73	189	2539037	2539402	2.99e-20	53.9
EOG09370ADO	34	40.000	55	25	2	49	97	1675367	1675209	5.44e-05	47.4
EOG09370ADO	27	28.834	163	102	3	199	349	4233637	4234119	1.73e-18	89.7
EOG09370ADO	27	43.200	125	60	3	54	169	4232658	4233026	5.07e-13	69.3
EOG09370ADO	27	28.205	39	25	1	21	56	4232506	4232622	5.07e-13	25.0
EOG09370ADO	27	36.471	85	37	2	167	234	2811111	2811365	3.37e-10	51.2
EOG09370ADO	27	50.000	26	13	0	234	259	2811406	2811483	3.37e-10	33.5
EOG09370ADO	27	57.576	33	14	0	3	35	2810125	2810223	5.04e-05	47.4
EOG09370ADO	27	39.623	53	28	1	161	209	4233381	4233539	7.83e-04	43.5
EOG09370ADO	18	33.333	51	31	1	217	267	3966601	3966458	1.61e-07	40.0
EOG09370ADO	18	22.609	115	51	2	142	218	3966984	3966640	1.61e-07	35.4
EOG09370ADO	22	38.889	90	51	1	115	200	2503432	2503701	2.28e-04	45.4
EOG09370ADO	22	44.000	50	20	2	54	97	2502969	2503112	4.40e-04	44.3
# TBLASTN 2.6.0+
# Query: EOG09370AI8
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG09370AI8	21	46.000	50	27	0	1	50	69999	70148	2.00e-08	56.6
EOG09370AI8	21	37.589	141	48	5	149	249	70986	71408	1.41e-07	54.3
EOG09370AI8	21	51.429	35	8	2	105	130	70592	70696	5.08e-04	31.6
EOG09370AI8	21	43.333	30	15	1	75	104	70434	70517	5.08e-04	26.9
EOG09370AI8	21	57.143	14	6	0	68	81	70357	70398	5.08e-04	21.9
# TBLASTN 2.6.0+
# Query: EOG09370AJP
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG09370AJP	26	37.956	274	49	8	81	233	7551912	7551091	2.03e-30	125
EOG09370AJP	26	52.846	123	30	3	219	313	7550785	7550417	9.95e-28	117
EOG09370AJP	26	90.909	44	4	0	16	59	7552455	7552324	1.24e-17	87.4
EOG09370AJP	26	50.667	75	35	1	287	359	7550211	7549987	5.77e-16	82.0
EOG09370AJP	21	29.286	140	76	4	139	256	12557	12141	2.32e-06	52.0
# TBLASTN 2.6.0+
# Query: EOG09370AL3
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
EOG09370AL3	21	79.545	44	9	0	141	184	3628970	3629101	1.16e-19	73.9
EOG09370AL3	21	71.429	28	6	1	182	207	3629137	3629220	1.16e-19	42.7
EOG09370AL3	21	75.000	44	11	0	141	184	708612	708743	1.50e-17	69.7
EOG09370AL3	21	67.857	28	7	1	182	207	708779	708862	1.50e-17	40.0
EOG09370AL3	21	66.667	30	10	0	318	347	3629994	3630083	1.79e-04	45.4
# TBLASTN 2.6.0+
# Query: EOG09370ARO
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG09370ARO	26	34.259	108	37	3	106	179	10508302	10507979	3.22e-09	60.5
EOG09370ARO	26	59.375	32	13	0	209	240	10507371	10507276	1.01e-04	46.2
EOG09370ARO	26	48.077	52	20	2	17	61	10510297	10510142	5.89e-04	43.9
# TBLASTN 2.6.0+
# Query: EOG09370AS9
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG09370AS9	25	31.757	148	58	4	103	207	1843705	1843262	1.15e-11	67.8
EOG09370AS9	25	39.000	100	42	3	127	207	13078545	13078844	1.32e-10	64.7
EOG09370AS9	25	34.545	55	36	0	243	297	1842875	1842711	1.16e-05	49.3
EOG09370AS9	25	34.545	55	36	0	243	297	13079231	13079395	1.26e-05	48.9
# TBLASTN 2.6.0+
# Query: EOG09370AV1
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 6 hits found
EOG09370AV1	22	43.182	264	71	10	129	321	2138643	2139410	2.92e-34	135
EOG09370AV1	22	55.224	67	26	1	34	96	2138041	2138241	6.65e-14	73.2
EOG09370AV1	22	71.429	14	4	0	20	33	2137958	2137999	6.65e-14	23.9
EOG09370AV1	22	64.583	48	17	0	190	237	2138906	2139049	9.08e-13	71.6
EOG09370AV1	25	27.848	79	54	1	200	275	12947190	12946954	2.96e-04	44.7
EOG09370AV1	25	27.848	79	54	1	200	275	1959601	1959837	0.001	43.1
# TBLASTN 2.6.0+
# Query: EOG09370AWB
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
EOG09370AWB	21	48.000	125	40	5	93	192	608712	608338	5.58e-21	95.9
EOG09370AWB	21	48.235	85	22	2	186	248	608053	607799	3.71e-16	81.6
EOG09370AWB	21	62.162	37	11	1	246	279	607508	607398	1.78e-04	45.4
EOG09370AWB	21	52.083	48	17	3	293	334	607255	607112	2.73e-04	44.7
# TBLASTN 2.6.0+
# Query: EOG09370B1L
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
EOG09370B1L	26	46.774	62	20	2	169	217	3265906	3266091	9.78e-12	57.0
EOG09370B1L	26	77.778	18	4	0	229	246	3266189	3266242	9.78e-12	33.1
EOG09370B1L	26	60.465	43	17	0	30	72	3264568	3264696	1.46e-09	58.5
EOG09370B1L	26	75.000	12	3	0	2	13	3264428	3264463	1.46e-09	23.9
EOG09370B1L	26	56.250	32	14	0	373	404	3267695	3267790	5.52e-08	41.6
EOG09370B1L	26	42.857	42	22	2	334	373	3267532	3267657	5.52e-08	35.4
EOG09370B1L	26	52.381	42	20	0	242	283	3266486	3266611	1.18e-06	52.8
# TBLASTN 2.6.0+
# Query: EOG09370B65
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# 0 hits found
# TBLASTN 2.6.0+
# Query: EOG09370B7D
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG09370B7D	36	58.537	82	32	1	93	172	8514401	8514156	1.13e-15	77.0
EOG09370B7D	35	63.514	74	25	1	101	172	3744720	3744941	1.30e-15	77.0
# TBLASTN 2.6.0+
# Query: EOG09370BBR
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG09370BBR	17	55.488	164	30	3	128	248	1312948	1312457	1.54e-97	160
EOG09370BBR	17	69.136	81	24	1	15	95	1313505	1313266	1.54e-97	124
EOG09370BBR	17	59.302	86	17	2	248	315	1312415	1312158	1.54e-97	72.4
EOG09370BBR	17	60.870	46	18	0	87	132	1313177	1313040	1.54e-97	63.5
EOG09370BBR	36	73.684	57	15	0	128	184	12580631	12580461	5.18e-55	97.8
EOG09370BBR	36	67.692	65	11	2	194	248	12580339	12580145	5.18e-55	87.4
EOG09370BBR	36	68.571	35	8	1	248	279	12580104	12580000	5.18e-55	52.8
EOG09370BBR	36	89.474	19	2	0	298	316	12579899	12579843	5.18e-55	38.1
EOG09370BBR	36	73.973	73	19	0	15	87	12581192	12580974	5.94e-41	124
EOG09370BBR	36	37.624	101	57	1	87	181	12580860	12580558	5.94e-41	64.3
# TBLASTN 2.6.0+
# Query: EOG09370BGO
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
EOG09370BGO	22	60.000	60	24	0	61	120	3570093	3570272	2.55e-16	81.6
# TBLASTN 2.6.0+
# Query: EOG09370BJE
# Database: /home/531734/mike/karyon_longread/15_primary_SLR/busco_stats/tmp/assemblies_3732856093
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
EOG09370BJE	26	68.387	155	43	3	22	170	2290227	2290691	3.32e-53	190
EOG09370BJE	26	89.474	38	3	1	170	206	2290837	2290950	7.10e-20	74.3
EOG09370BJE	26	70.000	30	8	1	202	230	2290983	2291072	7.10e-20	42.7
# TBLASTN 2.6.0+
# Query: EOG09370BK5
